Comment_ID,Comment_Name,Comment_Content,Comment_Time,情感标签,讽刺标签1,讽刺标签2
3.46E+15,再耗6个币,"别人的主角，有的当皇帝，有的开后宫，有的有自己的个人线，有的当股东开飞艇，连片哥都比黄毛有脑子。

黄毛：man，what can i say，其他人有我耐晕，有我耐睡吗，别急，我还没跪，跪了我就老实了（顺带致敬传奇??游开盒时代",2024/7/23,2,2,2
25786178,不爱吃辣的阿卡林人,别信这个up的，现在原很好玩，马上5.0开火国，蒸蒸日上，如果你担心现在入坑抽不到角色，我这里有一个b服的成品号，两个满命五星角色，多个高命角色，现在只要600元，欢迎联系我，不要看到b服就退缩啊，b服很好的,2024/7/22,2,2,2
47618126,立志当鱼白,有点尬黑了，原神主角待遇明明挺好的啊？遭到三次背叛也不黑化，一己之力对抗整个国家，差点成为神明，做过的坏事全部被抹除了，还把七神之一娶到手了，最新的剧情里更是成为了勇者呢，虽然500年来背地里杀了雷电5转无数人，致使三传灭门，一心只剩下万叶，天目只剩下一个老铁匠和他徒弟，打的神里家老家主伤重而亡，导致神里家没落，为了成神用须弥子民大脑挖矿，但经过童话书认证灵魂还是善良美丽的。,2024/7/27,2,2,2
124737520,a紫苑a,最后一段单独切出来，再改点词就起飞了，绝对的好活,2024/7/22,2,2,2
76831862,光脚丫123,能坚持玩4.8世界级剧情的人，又何尝不是真正的勇者呢[嗑瓜子],2024/7/23,2,2,2
11301800,10年米少不爆米米小子,"别乱带节奏，你们这么期盼它爆似，我作为米小子第一个不同意[doge]



最近原可是有大量新老玩家被新的深渊吸引回归，作为我们米爹的回礼可是把1700原石双手奉上。但剧情体验难易度属实有点儿过高，带入错误的角色影响整体游戏体验。嘿～，????所以我特意准备了一个成品号给你们玩玩，然后让你们充分体会我们原S??的实力。



原S和B站你是知道我的人品的，删我评论是不讲道德滴[妙啊]",2024/7/22,2,2,2
53758997,阿耶识-愿心光明,诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3火山喷发。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,2024/7/24,2,2,2
647372580,沐鸝,这都是带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑的好时间，可是现在新人入坑门槛高，怎么解决呢，欸???，刚好我有个60级成品号，现在入手，马上进入提瓦特成为独一无二的摄像头，体验有自己生活的异世界！,2024/7/24,2,2,2
237732565,bili_237732565,逆天剧情[微笑]第三章我就不做了，这样的好剧情还是给大家玩吧,2024/7/22,2,2,2
35618812,星河皆所依,你这么想不就好了，本来结着婚，突然来了个第三者，我去第三者好帅，当然是放弃假“勇者”，跟着真“勇者”啦,2024/7/22,2,2,2
37787393,床垃仙傌駟,吃饭跟狗一桌的mxz来的这么快？fvv黄毛旅行者，你家散兵大人没力气了，快点去推一把啊??,2024/7/22,2,2,2
635624,秦风爵士,"作为一个牛头人爱好者这次是真的想代入散兵视角了。

稍微出格点不就是经典的夫目前犯+隐姦。哎，原神的8+剧情还是限制了他的发挥??????",2024/7/23,2,2,2
2327644,枫清云不淡,你觉得你是勇者吗？黄毛：我觉得我是,2024/7/22,2,2,2
376493215,无耀47,"一刻也没有为利刃的消失而感到悲伤，接下来登场的是酷狗

一刻也没有为酷狗的消失而感到悲伤，接下来登场的是白蚁

唉，利刃，唉，酷狗，唉，白蚁

唉，tx打压，唉，美团打压，唉，b占打压

唉不动了??",2024/7/22,2,2,2
171372353,斐逸慕-,"这不就是剧本杀《阳光开朗摄像头》吗

王子公主，带刀侍卫都有了，摄像头就是个局外视角",2024/7/22,2,2,2
205869685,只会摸鱼的阿茶,这次剧情还是非常完美！就是摄像头拍进来了很影响观感，而且不需要给摄像头镜头，下次继续超神！加油！,2024/7/26,2,2,2
2744303,涅普姬鸭,"世界级×

多元宇宙级√

继续保持，无条件支持mhy编剧[给心心]",2024/7/22,2,2,2
3.55E+15,无心睡眠不足的,"我真的服了，这种剧情有黑的必要吗？黑剧情的真的认真看过吗？尼禄是害羞的！旅行者是被封印能力的！?宝是不顾前嫌救我们的！?宝和小杜林，两个相似灵魂救赎不感动吗！?宝和小杜林的超甜对话怎么就融化不了你们冰冷的心呢！这么好的故事真的错付了[委屈]！建议以后有语音的对话要等cv念完才能跳，真的太多??了！最后我想说的原神真是一款好游戏，大家快来入坑啊！

你们都不玩难道让我玩吗？那我5.0后的乐子谁给我补啊，唉。",2024/7/23,2,2,2
3.49E+15,曙光-子夜星,"还是那句话：

你是勇者吗？

我觉得我是",2024/7/23,2,2,2
3.55E+15,小兔不爱吃酵子,这都是带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑的好时间，欢迎新人来玩,2024/7/22,2,2,2
1036079764,摸鱼另加摆lan,省流：阳光开朗大男孩[doge],2024/7/22,2,2,2
345039539,子时有雨990523,散:我有一座雄伟的宝山，我是一出生就站在山顶的人，万事称心是我的特权，这个世界就是为了迎接我的到来才会存在的。[doge][doge],2024/7/24,2,2,2
506100,伊吕利,U1S1，我散兵好哥哥才是那个ML之神，自己用舒适了还不忘连夜亲自跨国快递给兄弟我送来爽爽~我真tm哭死[给心心][给心心][给心心],2024/7/29,2,2,2
23148071,你什么一哥,尬黑了，黄毛怎么就是纯摄像头了，他不是来拾破烂（原石）的吗,2024/7/23,2,2,2
1461109104,天心之瓷,"米哈游是

宣发比警车还响，流水比消防车还冲，比小轿车还能装修，商单比邮政车发的还勤，拉人比公交车还勤，最后一看，嚯，比火车还能装。",2024/7/25,2,2,2
335346630,喫魚子,希望5.0也能继续保持这种世界级剧情,2024/7/22,2,2,2
24835970,匚名,我真搞不懂你们这群米黑都在无脑黑什么？4.8剧情怎么了？我散宝那纯洁无暇的心灵你们嫉妒是吗？不就纱了几个路人至于吗，我要为我家散宝抱不平！！ 我作为散厨 我建议纳塔让其他女角色和散兵联动 并且为散兵洗白铺路 那些fvv能和散宝对话应该是他们的荣幸！！！！[大哭][大哭][大哭][大哭],2024/7/23,2,2,2
69764765,ArcueidBrunestu,"能看到原神的剧情蒸蒸日上步步登天，我真是太开心了。

看来堂主不愿意回提瓦特是很明智的选择。

只可惜天天大雨，没有机会带她出去逛街买新衣服。

下大雨，大雨还在下？大棋也能下！

回头我觉得可以麻烦堂主帮我给《大棋还在下》填个词。

整个活搞个这个系列的OP，大家看怎么样？



哈哈哈，她同意了，开工开工！



审核辛苦了，还请大家多多三连哦~",2024/7/22,2,2,2
425283098,长梦有离,"整体而言，这次的剧情设计相当出色。主角作为勇者，形象饱满、勇敢坚韧，表现十分出色。

美中不足的是，有个金发黄毛配角总是拖后腿，不仅总幻想自己是主角，还在关键时刻需要我去救援他[脱单doge]",2024/7/24,2,2,2
21491068,_南鸟不语冰,这个真假勇者剧情是跟周洪滨小松取经的吗，深得偷星九月天真传啊,2024/7/24,2,2,2
4401337,Chell的Coffee杯,"文案是这样的，鸣潮只要想好鸣人鸣言就够了

米桑想怎么恶心主控考虑的可就多了??",2024/7/25,2,2,2
525334878,夜宴Vera,但是我们的双少女啊，没问题我们的双少女啊没人可以碰我们的双少女啊，我们的双少女还在输出啊，原神的第六手准备永远是这两个双少女啊，第三个来了第三个来了啊娜维娅来了对吧，三姐妹我们仨，保住三姐妹，保住我们姐仨对吧，旅行者你能吃得住这三姐妹的伤害吗，哎??冫来了tp了，要小心??冫背刺，而且旅行者要被他直接这个摘桃子了啊，这下这个勇者的头衔也被他续上了，而且旅行者想走也走不了，原神已经卸载不了了，b站能够开喷换一个吗，好像也换不了，被捂嘴了哎呀??冫的这一次入场太致命了，哇×2,2024/7/25,2,2,2
35691510,一怔一怔的,黄毛路过，触发任务！《帮忙推一下》??????????,2024/7/25,2,2,2
486328930,小赵夫子,最近节奏真多啊，只能希望原神策划不要被这些节奏带偏，安心做自己想做的，我觉得原神现在的设计完全没有问题，很好，非常好，简直是蒸蒸日上??????。这次还有我最最最喜欢的妮~~露~??????和帅气强大的阿帽哥哥??????，哇，还可以嗑cp，太甜了，太感动了??????。谢谢你策划，在看了，不，瞻仰了新剧情，我感觉自己以前的价值观简直不是个人??????。对不起，我现在改还能拥有纯洁而善良的灵魂吗??????？我真的知道错了??????。最后，无条件支持原神策划的一切决定??????。（此评论疑似由AI水军合成，请注意甄别??????）,2024/7/30,2,2,2
338119034,我叫八点,这剧情怎么不好太好了，以后多出，就这么出下一个剧情就这么出，好看爱看。,2024/7/24,2,2,2
145590061,充愣阚,这次剧情确实不错很多乐子看得是真的开心,2024/7/24,2,2,2
2027584689,我是夜影,（打嗝声）有点……吃撑了，赶紧看新剧情消化消化……[tv_呕吐]……啊…………好受多了[鼓掌]真不愧是世界级剧情[支持],2024/7/22,2,2,2
1104804756,灭灭世子,尊重官方一创,2024/7/22,2,2,2
550534315,援桌骑士a,挺喜欢这种剧情的，希望以后多来点[打call],2024/7/24,2,2,2
10872829,鼠鼠能有什么坏心思,就算是日漫里也是，辛苦你作为见证者麻烦你作为见证者或者为了赎罪做见证者，这里面怎么还挺骄傲的[吃瓜],2024/7/28,2,2,2
181998922,社会我烈酒诱鹿,"这个开头让我想到一个广告：

开一局吗？开就开！黄毛全场保护，为爱尽情奔赴！",2024/7/22,2,2,2
1357049,412只因,看似无厘头 实际有隐射，真正的世界级。[吃瓜],2024/7/22,2,2,2
2492842,猫宫饼叽,"牢记两个擅自，一个美德

永远支持米下大棋[吃瓜]",2024/7/22,2,2,2
3.46E+15,宣明1326,作为一个保守派，我觉得激进派太保守了[脱单doge],2024/7/28,2,2,2
300329822,再见了所有的一切,宇宙级剧情，从小就接受米桑高质量剧情的有福了,2024/7/22,2,2,2
135830289,张小烦啊,看我我只想说，敬！请！见！证！！！[大笑],2024/7/22,2,2,2
3.55E+15,略磨么么扎,原神玩家吃的太好了,2024/7/23,2,2,2
1729185566,_爱吃咸蛋黄_,玩原的福报啊这是[脸红],2024/7/23,2,2,2
301454757,星期三吃什么,太顶级了这剧情，建议以后多来点,2024/7/23,2,2,2
24370829,铁打的橙子,"五种元素力 给头猪 你看这头猪 开着结晶盾抗打断，先手挂个雷 然后挂水 上风双扩 然后草水雷混合嘎嘎出伤

再看看黄毛 晕了 爷晕了 爷晕晕晕了

《你怎么不把他放地上》",2024/7/23,2,2,2
99870084,晚风之忆,味大无需多粘[大笑],2024/7/23,2,2,2
61257514,冠位王厨,笑死，连在童话世界黄毛也被拒绝啦哈哈哈哈,2024/7/22,2,2,2
690505384,杰克的豌豆藤蔓,我无条件支持米哈游的一切，米大人打过来了我第一个投降，你们就等着罄竹难书吧，我已经留好后路准备当将军了??,2024/7/22,2,2,2
1320595263,古希腊掌管红温の王,我今天给我对象拍照片，拍完之后把摄像头放在草地上忘拿回来了，望周知[吃瓜],2024/7/22,2,2,2
1527493311,君莫笑4477,棋一直下[妙啊],2024/7/22,2,2,2
412902667,学习还是偷懒,"相信原神的一切决策，一定是在下大棋??一切都在蒸蒸日上，想入坑的抓紧了，但是入坑条件有点高，唉！??但是我这里有个成熟极品号 ，如果有人想要的话......

我才不卖呢！！！我可是好人，钱再多也不会坑人，就在账号烂在米哈游数据仓里吧。

呵！任何邪恶终将绳之以法??????",2024/7/22,2,2,2
51046063,Amekizzz,"其实原神还是有很多玩法非常好的

就比如它那个需要打世界boss才能给角色升级

还有有趣至极的委托，能够让我们充分体验大世界战斗的乐趣

角色的圣遗物设置也非常有意思，可以让玩家充分感受到随机性的乐趣

深渊作为角色练度的质检报告，在检验练度的同时对玩家的手法也有不小的考验

最后的新深渊，能够帮助玩家体验更多角色，享受到不同的战斗机制给自己带来的快乐

那么，这么好的游戏怎么入坑呢？诶??????刚好我这里有一个退坑了的原神成品号",2024/7/22,2,2,2
184424970,今天又是啥大吉,????致敬传奇米站耐删王,2024/7/22,2,2,2
237222223,chidaodawang,"松了一口气。



策划编剧还是那个人。估计5.0依旧，所以可以安心咸鱼了。



[脱单doge]",2024/7/22,2,2,2
449710801,PWAMtem,我真的服了，剧情怎么样还要你们来评判吗？做出来给你们看是你们的福气好吧？毕竟原神的剧情的高度是你们永远也达不到的好吧？你觉得不好看不代表别人觉得不好看，爱看就看不看棍，我们就喜欢这种极具文采的剧情，希望以后原神的剧情继续像这样蒸蒸日上[打call],2024/7/22,2,2,2
470398290,永远单推最可爱的猫猫,没问题呀??我们的双射手,2024/7/22,2,2,2
446237187,天蓝色的光坂镇,黄毛的摄影技术再创新高[打call],2024/7/22,2,2,2
24418941,黎明死寂,终于做好了，给朕端上来[doge],2024/7/22,2,2,2
1248559737,铭王星Pluto,M：杜林的生命只有2分钟，我要给他完整的一生,2024/7/22,2,2,2
1680988401,我是个呼噜噜的坏小孩,超神级剧情，继续加油！??????,2024/7/23,2,2,2
1263487382,自在大梦,这个世界真是英杰无数啊！@Muc虚空之翼 @黑椒糖唯酢 简直就是两个极端知道吧。各位我觉得两个视频都挺牛逼的。,2024/7/29,2,2,2
1263487382,自在大梦,@Muc虚空之翼 有趣实在是太有趣了。,2024/7/29,2,2,2
6774403,静酱-jpg,你不许骂原神[大哭]你不许骂原神啊[大哭]，万一它改好了活过来了怎么办[大哭][大哭],2024/7/25,2,2,2
380923069,头给你刮下来,我实在太喜欢?宝了???????宝太可爱了??????你们这帮?黑不要不识好歹???????宝能和其他角色组cp那是他们的福气??????对了我还是博士厨万叶厨神里厨??????希望之后?宝还可以和博士万叶神里兄妹组cp??????,2024/7/26,2,2,2
1351769864,年之瑜,别急，孩子们，到时候博士也要洗呢[星星眼],2024/7/23,2,2,2
5922881,中世纪悼念,你们懂啥，这是双主角，黄毛有派蒙，散兵有杜林。后面主角要被写死，然后由散兵代替黄毛去找血亲，游历提瓦特,2024/7/25,2,2,2
371542666,二次元手游爱好者,世界级剧情[Mygo表情包_Block!][2022拜年纪_捂脸][2022拜年纪_哈?][2022拜年纪_擦擦][2022拜年纪_哭哭][2022拜年纪_眼前一黑][2022拜年纪_晕][2022拜年纪_无情吃瓜],2024/7/25,2,2,2
480075949,看到请监督我学习,"我们需要一个见证者ㄨ

我们需要一个小丑来衬托勇士????",2024/8/2,2,2,2
11906914,犀兕麋鹿,这不是学的闲云优化魈吗 把主角优化出去了 主观上没问题的呀 [doge],2024/7/22,2,2,2
43991224,神代千音,实名制反对UP主这个死黑子对我们原宝的世界级剧情评价，我觉得原神这个剧情写的太好了，简直是世界级剧情。多出点，爱看。另外哪里能玩到那么好的游戏呢~私我，出号,2024/7/23,2,2,2
29084924,神尊纳垢奴隶鼠,[妙啊]你疑似对米凯拉不忠诚！我要洒了你！.jpg,2024/7/22,2,2,2
352587368,千叶澪儿,新剧情有什么问题？你们这群米黑就知道带原宝的节奏，你们知道原宝有多努力吗？我是无条件支持米爷一切决定的[给心心],2024/7/23,2,2,2
29354928,黑色瘟疫M,这波啊，日本人偷袭珍珠港（黄毛）。下大棋,2024/7/24,2,2,2
1915724080,哈琪HUKY,"能看到原神的剧情蒸蒸日上步步登天，我真是太开心了。

看来堂主不愿意回提瓦特是很明智的选择。

只可惜天天大雨，没有机会带她出去逛街买新衣服。

下大雨，大雨还在下？大棋也能下！

回头我觉得可以麻烦堂主帮我给《大棋还在下》填个词。

整个活搞个这个系列的OP，大家看怎么样？



哈哈哈，她同意了，开工开工！



审核辛苦了，还请大家多多三连哦~",2024/7/24,2,2,2
1568912477,轰隆隆雷雨声,"我觉得这次剧情我们想得太肤浅了，米哈游在大气层，而我们在地下室。完全不懂米哈游的一片苦心，这策划，这文案，不吹不黑，牛的飞起。我之前也接受不了散兵是勇者，直到我映射到现实：你在公司加班加点，任劳任怨，你同事没事来一句，年底升职加薪肯定是你没跑了，然后你也飘了，越来越努力，甚至开始幻想升职后迎娶你心中女神，结果年底升职加薪的是你一个啥事不干的同事，还犯过错。人家再骑脸输出你，这什么升职加薪，我压根不想要，推都推不掉，升职了又咋滴，岗位就是个称号，一个名号，你要我给你好了。后来你知道，原来那同事老爸是公司高管，升职加薪啥的早就内定了。

大部分玩家都还没遭过社会毒打，这波剧情不就是提前让我们知道社会险恶么。现在还能这么用心良苦教人教事的公司真的不多了。虽然他只是一个游戏公司，却冒着被误解，被骂，甚至玩家流失的风险，去承担太多本不应该他承担的责任，他真的，我哭死。

现在我为我的肤浅道歉，我觉得我的认知已经配不上原神了[妙啊]，我想问问各位，有啥其他剧情不那么废脑子的游戏吗？[呲牙]

最后诚祝原神，蒸蒸日上！做大做强！再创辉煌！",2024/7/24,2,2,2
12906009,碧色的审判者,你要把奇书疑云看完啊，你一定要多跑几趟智慧宫！奇书疑云的剧情真的是太棒了，角色厨感动哭了,2024/7/24,2,2,2
11292858,大雁坐飞机,我觉得很不错，世界级剧情，编剧再度超神，我在玩的话我早就氪了100000个648了，但可惜我的钱有用，所以就不玩原神了[tv_目瞪口呆],2024/7/24,2,2,2
37875956,caigz1,后面不是还有个世界名画《这里是学校还是监狱？》,2024/7/23,2,2,2
285501294,Clyrr,"会是勇者吗？

会是的。",2024/7/22,2,2,2
18122848,llliiillllillil,希望米哈游的游戏永远都会和这次的剧情一样水准的优秀,2024/7/22,2,2,2
511374544,多次拒绝胖虎,我只想当县长夫人，谁是县长无所谓[滑稽],2024/7/22,2,2,2
7927414,Re丶小道,凑活玩呗，还能退款咋地？[调皮],2024/7/22,2,2,2
4868558,豪田表弟,非常好的剧情，以后建议多来一些,2024/7/22,2,2,2
88510555,AVA-icarus,一想到你们这些黑子把新玩家给吓跑了，让新玩家玩不到原神，我这个心就痛啊[大哭][大哭][大哭],2024/7/22,2,2,2
212599626,单推妮露仙子的米卫兵,对不起 阿帽是我太自作多情幻想自己是勇者 是我羸弱不堪给你们拖后腿了 对不起 妮露 是我笨手笨脚忘记打开风之翼又晕倒了 油腻的头发脏了你的腿 我一定会改的 求求你们不要抛下我不管 让我做什么都可以[大哭][大哭],2024/7/23,1,2,2
551395279,绝山慕青,某种意义上来说3包确实成为了O的主角??? 三包在当执行官的时候是不是游历了大陆?? 是不是旅行者???? 旅行者是主角你家主子是不是主角??? 那黄毛都有自己的名字了那还是旅行者吗？那不是了那是个摄像头综上所述主角是三包[脱单doge],2024/7/22,1,2,2
3.55E+15,baiuq,顶级龟饲料,2024/7/22,1,2,2
1357049,412只因,你总算醒了,2024/7/22,1,2,2
41129241,杂工三旧金,不用多说,2024/7/23,1,2,2
602587338,断桥残雪say,阳光开朗摄像头[脱单doge]还有你们，[嗑瓜子],2024/7/22,1,2,2
396896275,咋股杂骨,一群莫名其妙的人在这自绿，人家不是上来就抱过旅行者了吗，把他放到草地上也是因为害怕弄醒旅行者，还有人家阿帽有说要谁谁谁原谅嘛，他只是觉得他是罪人之身以后要用温柔对待这个世界，所以他才接受了魔龙，编剧也没让谁谁谁原谅杜林啊，阿帽最后愿意和杜林做朋友也只是和自己合解罢了，这版本剧情完全没有什么问题，想表达的思想也简单易懂，而且现在非常适合新人入坑，什么？不想肝？太累了？诶 ????刚好我这有个60级成品号。,2024/7/24,1,2,2
3.49E+15,今日もするの,兄弟们荣誉勋章奥[doge],2024/7/24,1,2,2
3.49E+15,虞墨,问了一下自己身边的女性朋友，都感觉这次剧情不错，再问一下，现在都是玩小红书的。。。,2024/7/23,1,2,2
70324706,不羡明月知s,@东方寒兔 快来看，这里有原神4.8剧情赏析[脱单doge],2024/7/22,1,2,2
14219031,啊y什么都不知道,4.8就开不了风之翼了，到了5.8还能不能走路都两说了,2024/7/22,1,2,2
13651051,今天R星出GTA6了吗,"“你觉得你是勇者吗”

“我觉得我是”",2024/7/22,1,2,2
33752030,俺是老朱,我勒个高强度巡逻,2024/7/23,1,2,2
325737154,Sakit红色,"第一位玩家的身份有些神秘像是某国的公主，

第二位玩家是贩剑勇者他的职责是守护，

第三位玩家扮演的仙子黄毛让她很不舒服，

最后所有人目光移向我问我扮演的角色是什么？

我看看身份说我是

黄色飞舞摄像头，黄色飞舞摄像头

我特长只有睡觉，遇上事情就晕倒

黄色飞舞摄像头，黄色飞舞摄像头

原石到账就失忆，忘记咋开风之翼",2024/7/22,1,2,2
499493497,泽神阿ovo,"能再唱一遍吗[微笑]

第一位玩家的身份有些神秘像是某国的公主，

第二位玩家是贩剑勇者他的职责是守护，

第三位玩家扮演的仙子黄毛让她很不舒服，

最后所有人目光移向我问我扮演的角色是什么？

我看看身份说我是

黄色飞舞摄像头，黄色飞舞摄像头

我特长只有睡觉，遇上事情就晕倒

黄色飞舞摄像头，黄色飞舞摄像头

原石到账就失忆，忘记咋开风之翼",2024/7/22,1,2,2
322691105,星夜花火Stary,世界级剧情！再度超神！！！！[崩坏3·终焉归始_燃起来了][大哭][大哭][大哭][doge],2024/7/22,1,2,2
163875,枢?,感觉像看历史 从草莽中来 结局虽然富有拥有九州然满朝昏聩[呆],2024/7/22,1,2,2
589153,fflaguna,福报福报，龟壳打爆~~,2024/7/22,1,2,2
567987,槐月下的夏侯光姬,这就是我们米系cv啊，高高又贵贵,2024/7/24,1,2,2
1427418641,流霜青女,"酣畅淋漓（×）

大快朵颐（ ? ）[doge]",2024/7/22,1,2,2
50361724,天上的光全是星星啊,米游永远是二游最高的山，最长的河，浪花淘尽，唯有米游屹立不倒。你可以永远相信米游[点赞],2024/7/22,1,2,2
512455103,千羅万象,"无条件支持策划问为什么因为

下大棋！！！[星星眼][星星眼]",2024/7/23,1,2,2
38602549,rozen71,如果摄像机一直黑屏，那一定是坏了，建议换一台。,2024/7/23,1,2,2
38874930,山兔--,幸好散兵刚出的时候就退坑了[吃瓜],2024/7/23,1,2,2
413405451,琪のIla,唯酢，求你了，唱歌单独发出来吧。除了我，大家什么都会做的[少女乐团派对_开心],2024/7/22,1,2,2
538074924,传奇复活赛大师西琳,"O神文案：别怨我??，公事公办罢了??，你很优秀??。 

但??...

你的旅途本不该在这里结束??，只可惜??，妮露举世皆敌的场面??，你看不到了??。

感谢你的648和氪的妮露皮肤??，那么......晚安?? （",2024/7/22,1,2,2
513705794,下半林,米黑不要带节奏啊，米哈游自己会带[吃瓜],2024/7/22,1,2,2
37669049,废柴九八,破案了！其实风之翼根本就不存在，这一切全都是安柏的骗局，后面发生的所有故事只不过是黄毛从高处跳下之后摔死前的幻想罢了。,2024/7/27,1,2,2
215037086,澄江堂遺珠,"保研失败了，好难受

为了保研卷了三年绩点，排名刚好在保研资格线上

每天不是在教室就是在图书馆学习，都没什么时间千别的事情

室友一有时间就玩游戏，结果都顺利找到了导师

其实我也尝试联系过导师，但是导师一直对我

爱答不理的，一会说对我做过的项目感兴趣，一会又说找他的博士生就行了没必要什么事都找他本人

整个大三下学期一直处于焦虑当中，每天睡醒了就在想，我会不会没保研资格，我会不会找不到导师，然后马上爬起来学习

晚上也会焦虑得睡不着觉，害怕明天就出正式的保研名单

这几个月以来我尝试把所有专业课的主要知识都过了一遍，虽然很多，但还是勉强记住了重点

每天忐忑不安地等待邮箱里的新邮件

进面的时候还是有一点窃喜的，虽然老师对我爱答不理，至少获得了一个能够争取的机会，但是整场面试的紧张程度给我泼了一盆冷水，很多问题答不上，老师们窃窃私语似乎对我很不满意

面试结束后，我着急地询问之前联系的导师，我还有机会吗

结果如同晴天霹雳导师告诉我:



&#34;我没法收你做研究生，因为你没有高洁而善良的灵魂??????????????????”",2024/7/26,1,2,2
123359024,临梦lime,"仙女策划A：哎呀，玩家不喜欢散宝，怎么办啊？难道，我们真的要改剧情吗？我不想，我的散宝555

仙女策划B：欸？我有一个馊主意，不知道行不行。

仙女策划A：说，什么主意？

仙女策划B：我们可以一直写散宝的剧情，一直强调黄毛是摄像头。这样他们一定就会急，然后上论坛冲我们，我们只需要删评就行了。

仙女策划A：可是，节奏一直在也不好啊，删评压力还是很大，一直不解决，玩家会流失的啊。

仙女策划B：不，等着帮老比登滚了就行，他们滚了论坛压力也就少了。并且，以后玩下去的玩家啊，就都是像咱们一样的散厨辣。散宝，妈妈爱你。

仙女策划A：哇！这哪儿能是馊主意呢？这分明是好主意啊，行就这么办！欸嘿，我的散宝~",2024/8/2,1,2,2
21193926,想进步的同学,[doge]这个我会洗。黄毛是对比提瓦特高维世界来的，吸收了土著五种元素，那可不越来越弱了。,2024/7/22,1,2,2
32404262,正邪爱你哟～,"复制一下自己的评论，顺便叠个甲支持米出的一切决定捏。

赤完回来了，有种霸牛的感觉，洗又洗不明白干脆不洗了，直接无视干的出生行为然后站c位吃高光，隔壁我骂高桥紫色是你爹隔壁会跟我一起骂，但是吧我如果在世界级游戏这么说那个不明生物我会被人骂。

顺便提一嘴这次对话好多都要等唐人动作做完了才能跳，当个小说看还不行，有种原来副本加楼梯的美感[喜极而泣]",2024/7/22,1,2,2
88694981,MG_Teriri,妮露：不是勇者？光速切割。全是致敬[吃瓜],2024/7/22,1,2,2
289343150,米兰店小六,欢迎来到第二大刷怪笼,2024/7/23,1,2,2
475722713,bili_475722713,我们既要看到他犯下的错误，也要看到他更大的错误，客观的来看，mhy的策划是过大于过的，我们不能揪着他的小错误不放，应该揪着他的大错误@原神 @崩坏星穹铁道 @绝区零 @原神动画项目? @米哈游miHoYo,2024/7/22,1,2,2
